id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
35901878,疯狂元素城,,https://dou.img.lithub.cc/movie/35901878.jpg,2023-06-16(美国/中国大陆),https://movie.douban.com/subject/35901878/,7,"剧情,喜剧,科幻",4,嘟嘟进电影院看的第一部电影，值得纪念一下。,,2023-07-02 10:36:44,2023 / 美国 / 剧情 喜剧 科幻 动画 奇幻 冒险 / 彼得·孙 / 莉娅·刘易斯 马莫多·阿西
35738421,气垫传奇,,https://dou.img.lithub.cc/movie/35738421.jpg,2023-03-18(西南偏南电影节),https://movie.douban.com/subject/35738421/,7.5,"剧情,传记,运动",4,还是这种标准的工业制作，好莱坞流水线作品，好看一点点。而且有我太爱的两个演员了。,,2023-05-26 00:08:38,2023 / 美国 / 剧情 传记 运动 / 本·阿弗莱克 / 马特·达蒙 杰森·贝特曼
26258779,银河护卫队3,,https://dou.img.lithub.cc/movie/26258779.jpg,2023-05-05(美国/中国大陆),https://movie.douban.com/subject/26258779/,8.3,"喜剧,动作,科幻",4,还是要谈爱的。,,2023-05-12 00:27:38,2023 / 美国 / 喜剧 动作 科幻 惊悚 冒险 / 詹姆斯·古恩 / 克里斯·帕拉特 佐伊·索尔达娜
36200057,克里斯·洛克：选择性愤怒,,https://dou.img.lithub.cc/movie/36200057.jpg,2023-03-04(美国网络),https://movie.douban.com/subject/36200057/,7.7,"喜剧,脱口秀",4,没有想象中的 High 啊，但确实算是站着把这 2000 万给赚了，最喜欢唠家常那部分，女儿和妈妈的段落，不光是好笑，还是感动到我了。,,2023-05-07 21:58:15,2023 / 美国 / 喜剧 脱口秀 / 乔尔·加兰 / 克里斯·洛克
34941536,宇宙探索编辑部,,https://dou.img.lithub.cc/movie/34941536.jpg,2023-04-01(中国大陆),https://movie.douban.com/subject/34941536/,8,"喜剧,科幻",4,师徒几人西行寻找生命的解释，这壳套的不错。,,2023-04-12 13:53:06,2021 / 中国大陆 / 喜剧 科幻 / 孔大山 / 杨皓宇 艾丽娅
35457272,保你平安,,https://dou.img.lithub.cc/movie/35457272.jpg,2023-03-10(中国大陆),https://movie.douban.com/subject/35457272/,7.7,"剧情,喜剧",4,一直在进步，一直在努力。但是网大电影的感觉还是太重了，副线不够丰满。大鹏值得加一星。,,2023-03-09 07:37:22,2022 / 中国大陆 / 剧情 喜剧 / 大鹏 / 大鹏 李雪琴
35766491,满江红,,https://dou.img.lithub.cc/movie/35766491.jpg,2023-01-22(中国大陆),https://movie.douban.com/subject/35766491/,7,"剧情,喜剧,悬疑",4,这套娃是我的菜，后面感觉是导演玩起来了。这故事，还不能想太多呢。,,2023-01-22 23:20:56,2023 / 中国大陆 / 剧情 喜剧 悬疑 古装 / 张艺谋 / 沈腾 易烊千玺
3042261,西线无战事,,https://dou.img.lithub.cc/movie/3042261.jpg,2022-09-12(多伦多电影节),https://movie.douban.com/subject/3042261/,8.5,"剧情,动作,战争",3,给不到四星了，几个镜头和音乐，特别毁感觉。,,2023-01-07 23:40:48,2022 / 德国 美国 英国 / 剧情 动作 战争 / 爱德华·贝尔格 / 费利克斯·卡默雷尔 阿尔布雷希特·舒赫
35503125,还是觉得你最好,,https://dou.img.lithub.cc/movie/35503125.jpg,2022-09-09(中国大陆),https://movie.douban.com/subject/35503125/,7.3,"喜剧,爱情",3,挺灵动的。,,2023-01-04 00:31:37,2022 / 中国香港 / 喜剧 爱情 / 陈咏燊 / 黄子华 邓丽欣
3233635,功夫熊猫2,,https://dou.img.lithub.cc/movie/3233635.jpg,2011-05-28(中国大陆),https://movie.douban.com/subject/3233635/,8.1,"喜剧,动作,动画",4,嘟嘟第二部,,2022-12-18 09:22:50,2011 / 美国 / 喜剧 动作 动画 冒险 / 吕寅荣 / 杰克·布莱克 安吉丽娜·朱莉
1783457,功夫熊猫,,https://dou.img.lithub.cc/movie/1783457.jpg,2008-06-20(中国大陆),https://movie.douban.com/subject/1783457/,8.2,"喜剧,动作,动画",5,嘟嘟第一部。,,2022-12-18 09:22:13,2008 / 美国 / 喜剧 动作 动画 冒险 / 马克·奥斯本 约翰·斯蒂文森 / 杰克·布莱克 达斯汀·霍夫曼
35073886,分手的决心,,https://dou.img.lithub.cc/movie/35073886.jpg,2022-05-23(戛纳电影节),https://movie.douban.com/subject/35073886/,7.6,"剧情,悬疑,犯罪",4,这剧挺绝。,,2022-11-26 23:10:47,2022 / 韩国 / 剧情 悬疑 犯罪 / 朴赞郁 / 汤唯 朴海日
34951007,风骚律师 第六季,,https://dou.img.lithub.cc/movie/34951007.jpg,2022-04-18(美国),https://movie.douban.com/subject/34951007/,9.7,"剧情,犯罪",5,连轰四集，收尾。,,2022-11-06 09:11:27,2022 / 美国 / 剧情 犯罪 / 迈克尔·莫里斯 戈登·史密斯 吉安卡罗·埃斯波西托 蕾亚·塞洪 皮特·古尔德 托马斯·施纳泽 文斯·吉里根 / 鲍勃·奥登科克 乔纳森·班克斯
30285826,风骚律师 第五季,,https://dou.img.lithub.cc/movie/30285826.jpg,2020-02-23(美国),https://movie.douban.com/subject/30285826/,9.7,"剧情,犯罪",5,,,2022-11-06 09:10:50,2020 / 美国 / 剧情 犯罪 / 布朗温·休斯 诺维托·巴尔瓦 迈克尔·莫里斯 戈登·史密斯 吉姆·麦凯 梅丽莎·伯恩斯坦 文斯·吉里根 托马斯·施纳泽 皮特·古尔德 / 鲍勃·奥登科克 乔纳森·班克斯
27077785,风骚律师 第四季,,https://dou.img.lithub.cc/movie/27077785.jpg,2018-08-06(美国),https://movie.douban.com/subject/27077785/,9.5,"剧情,犯罪",5,,,2022-11-06 09:10:32,2018 / 美国 / 剧情 犯罪 / 明基·斯皮罗 米歇尔·麦克拉伦 丹尼尔·沙克海姆 约翰·施班 迈克尔·莫里斯 安德鲁·斯坦顿 黛博拉·周 吉姆·麦凯 文斯·吉里根 亚当·伯恩斯坦 / 鲍勃·奥登科克 乔纳森·班克斯
26748847,风骚律师 第三季,,https://dou.img.lithub.cc/movie/26748847.jpg,2017-04-10(美国),https://movie.douban.com/subject/26748847/,9.6,"剧情,犯罪",5,,,2022-11-06 09:10:12,2017 / 美国 / 剧情 犯罪 / 文斯·吉里根 约翰·施班 托马斯·施纳泽 丹尼尔·沙克海姆 基斯·戈登 亚当·伯恩斯坦 明基·斯皮罗 皮特·古尔德 / 鲍勃·奥登科克 乔纳森·班克斯
25976733,风骚律师 第二季,,https://dou.img.lithub.cc/movie/25976733.jpg,2016-02-15(美国),https://movie.douban.com/subject/25976733/,9.5,"剧情,犯罪",5,,,2022-11-06 09:09:55,2016 / 美国 / 剧情 犯罪 / 托马斯·施纳泽 泰瑞·麦克多诺 斯科特·怀南特 亚当·伯恩斯坦 约翰·施班 迈克尔·斯洛维斯 科林·巴克西 拉尔沙·康达基 皮特·古尔德 文斯·吉里根 / 鲍勃·奥登科克 乔纳森·班克斯
35460157,人生大事,,https://dou.img.lithub.cc/movie/35460157.jpg,2022-06-24(中国大陆),https://movie.douban.com/subject/35460157/,7.3,"剧情,家庭",4,大事儿一下子来得太多了点儿，不过可以支持一波，毕竟现在连拍正常人正常事儿的都没几个了。,,2022-08-27 23:06:31,2022 / 中国大陆 中国香港 / 剧情 家庭 / 刘江江 / 朱一龙 杨恩又
25726259,风骚律师 第一季,,https://dou.img.lithub.cc/movie/25726259.jpg,2015-02-08(美国),https://movie.douban.com/subject/25726259/,9.3,"剧情,喜剧,犯罪",5,真的就看进去了，进去了。,,2022-08-22 23:42:05,2015 / 美国 / 剧情 喜剧 犯罪 / 文斯·吉里根 米歇尔·麦克拉伦 泰瑞·麦克多诺 科林·巴克西 妮可·卡索 亚当·伯恩斯坦 拉尔沙·康达基 托马斯·施纳泽 皮特·古尔德 / 鲍勃·奥登科克 蕾亚·塞洪
25845392,长津湖,,https://dou.img.lithub.cc/movie/25845392.jpg,2021-09-30(中国大陆),https://movie.douban.com/subject/25845392/,7.4,"剧情,历史,战争",3,40分钟，弃。,,2022-08-21 09:12:29,2021 / 中国大陆 中国香港 / 剧情 历史 战争 / 陈凯歌 徐克 林超贤 / 吴京 易烊千玺
1293799,壮志凌云,,https://dou.img.lithub.cc/movie/1293799.jpg,1986-05-16(美国),https://movie.douban.com/subject/1293799/,7.6,"剧情,动作",3,就特别阳光，特别美式。,,2022-08-18 23:31:39,1986 / 美国 / 剧情 动作 / 托尼·斯科特 / 汤姆·克鲁斯 凯莉·麦吉利斯
6952149,绝命毒师  第五季,,https://dou.img.lithub.cc/movie/6952149.jpg,2012-07-15(美国),https://movie.douban.com/subject/6952149/,9.7,"剧情,犯罪",5,可以封神了。,,2022-08-10 08:42:43,2012 / 美国 / 剧情 犯罪 / 迈克尔·斯洛维斯 米歇尔·麦克拉伦 亚当·伯恩斯坦 莱恩·约翰逊 乔治·马斯塔斯 科林·巴克西 托马斯·施纳泽 布莱恩·克兰斯顿 山姆·卡特林 皮特·古尔德 文斯·吉里根 / 布莱恩·克兰斯顿 亚伦·保尔
4927382,绝命毒师  第四季,,https://dou.img.lithub.cc/movie/4927382.jpg,2011-07-17(美国),https://movie.douban.com/subject/4927382/,9.5,"剧情,犯罪",4,,,2022-08-08 02:02:03,2011 / 美国 / 剧情 犯罪 / 亚当·伯恩斯坦 米歇尔·麦克拉伦 大卫·斯雷德 科林·巴克西 迈克尔·斯洛维斯 皮特·古尔德 约翰·伦克 泰瑞·麦克多诺 斯科特·怀南特 文斯·吉里根 / 布莱恩·克兰斯顿 亚伦·保尔
35183042,独行月球,,https://dou.img.lithub.cc/movie/35183042.jpg,2022-07-29(中国大陆),https://movie.douban.com/subject/35183042/,6.6,"喜剧,科幻",4,我相信科技是可以改变世界的，但一定需要人类的智慧，和爱。,,2022-08-05 15:12:11,2022 / 中国大陆 / 喜剧 科幻 / 张吃鱼 / 沈腾 马丽
4256328,绝命毒师  第三季,,https://dou.img.lithub.cc/movie/4256328.jpg,2010-03-21(美国),https://movie.douban.com/subject/4256328/,9.3,"剧情,犯罪",5,好看。,,2022-08-02 21:02:02,2010 / 美国 / 剧情 犯罪 / 布莱恩·克兰斯顿 亚当·伯恩斯坦 米歇尔·麦克拉伦 斯科特·怀南特 约翰·伦克 约翰·施班 科林·巴克西 迈克尔·斯洛维斯 莱恩·约翰逊 文斯·吉里根 / 布莱恩·克兰斯顿 亚伦·保尔
3586996,绝命毒师  第二季,,https://dou.img.lithub.cc/movie/3586996.jpg,2009-03-08(美国),https://movie.douban.com/subject/3586996/,9.3,"剧情,犯罪",5,本来还说1.25倍速看完去看《律师》，现在一点儿也舍不得快进了。,,2022-07-24 22:51:08,2009 / 美国 / 剧情 犯罪 / 亚当·伯恩斯坦 米歇尔·麦克拉伦 布莱恩·克兰斯顿 查尔斯·海德 泰瑞·麦克多诺 约翰·达尔 约翰·伦克 彼得·梅达克 费利克斯·恩里克斯·阿尔科拉 菲尔·亚伯拉罕 科林·巴克西 / 布莱恩·克兰斯顿 亚伦·保尔
1292328,东邪西毒,,https://dou.img.lithub.cc/movie/1292328.jpg,1994-09-17(中国大陆),https://movie.douban.com/subject/1292328/,8.6,"剧情,动作,爱情",,,,2022-07-23 14:29:47,1994 / 中国香港 中国台湾 / 剧情 动作 爱情 武侠 古装 / 王家卫 / 张国荣 林青霞
1297863,武状元苏乞儿,,https://dou.img.lithub.cc/movie/1297863.jpg,1992-12-17(中国香港),https://movie.douban.com/subject/1297863/,8.2,"喜剧,动作,武侠",,,,2022-07-23 14:29:46,1992 / 中国香港 / 喜剧 动作 武侠 古装 / 陈嘉上 / 周星驰 张敏
1299745,破坏之王,,https://dou.img.lithub.cc/movie/1299745.jpg,1994-02-03(中国香港),https://movie.douban.com/subject/1299745/,7.9,"喜剧,动作",,,,2022-07-23 14:29:38,1994 / 中国香港 / 喜剧 动作 / 李力持 / 周星驰 吴孟达
1297747,少林足球,,https://dou.img.lithub.cc/movie/1297747.jpg,2001-07-12(中国香港),https://movie.douban.com/subject/1297747/,8.1,"喜剧,动作,运动",,,,2022-07-23 14:29:34,2001 / 中国香港 / 喜剧 动作 运动 / 周星驰 / 周星驰 吴孟达
1306712,开心鬼撞鬼,,https://dou.img.lithub.cc/movie/1306712.jpg,1986-07-03(中国香港),https://movie.douban.com/subject/1306712/,7.5,"喜剧,奇幻",,,,2022-07-23 14:29:24,1986 / 中国香港 / 喜剧 奇幻 / 杜琪峰 / 黄百鸣 张曼玉
1307694,无间道3：终极无间,,https://dou.img.lithub.cc/movie/1307694.jpg,2003-12-12(中国大陆),https://movie.douban.com/subject/1307694/,8.2,"剧情,惊悚,犯罪",,,,2022-07-23 14:29:20,2003 / 中国大陆 中国香港 / 剧情 惊悚 犯罪 / 刘伟强 麦兆辉 / 梁朝伟 刘德华
1302090,逃学威龙,,https://dou.img.lithub.cc/movie/1302090.jpg,1991-07-18(中国香港),https://movie.douban.com/subject/1302090/,8.1,"喜剧,动作,爱情",,,,2022-07-23 14:29:14,1991 / 中国香港 / 喜剧 动作 爱情 / 陈嘉上 / 周星驰 张敏
1296436,有话好好说,,https://dou.img.lithub.cc/movie/1296436.jpg,1997-05-16(中国大陆),https://movie.douban.com/subject/1296436/,8.5,"剧情,喜剧",,,,2022-07-23 14:29:10,1997 / 中国大陆 / 剧情 喜剧 / 张艺谋 / 姜文 李保田
1300566,赌侠,,https://dou.img.lithub.cc/movie/1300566.jpg,1990-12-13(中国香港),https://movie.douban.com/subject/1300566/,7.9,"剧情,喜剧",,,,2022-07-23 14:28:58,1990 / 中国香港 / 剧情 喜剧 / 王晶 / 刘德华 周星驰
1292287,新龙门客栈,,https://dou.img.lithub.cc/movie/1292287.jpg,2012-02-24(中国大陆),https://movie.douban.com/subject/1292287/,8.7,"动作,爱情,武侠",,,,2022-07-23 14:28:57,1992 / 中国香港 中国大陆 / 动作 爱情 武侠 古装 / 李惠民 / 张曼玉 林青霞
1296201,逃学威龙2,,https://dou.img.lithub.cc/movie/1296201.jpg,1992-04-09(中国香港),https://movie.douban.com/subject/1296201/,7.9,喜剧,,,,2022-07-23 14:28:45,1992 / 中国香港 / 喜剧 / 陈嘉上 / 周星驰 张敏
1307739,国产凌凌漆,,https://dou.img.lithub.cc/movie/1307739.jpg,1994-10-13(中国香港),https://movie.douban.com/subject/1307739/,8.4,"喜剧,动作",,,,2022-07-23 14:28:44,1994 / 中国香港 / 喜剧 动作 / 李力持 周星驰 / 周星驰 袁咏仪
30340038,吉祥,,https://dou.img.lithub.cc/movie/30340038.jpg,2018-11-10(金马影展),https://movie.douban.com/subject/30340038/,7.8,"剧情,家庭",,,,2022-07-23 14:28:42,2018 / 中国大陆 / 剧情 家庭 / 大鹏 / 王吉祥 刘陆
1853621,落叶归根,,https://dou.img.lithub.cc/movie/1853621.jpg,2007-01-19(中国大陆),https://movie.douban.com/subject/1853621/,8.5,"剧情,喜剧",,,,2022-07-23 14:28:39,2007 / 中国大陆 中国香港 / 剧情 喜剧 / 张杨 / 赵本山 郭德纲
1299680,整蛊专家,,https://dou.img.lithub.cc/movie/1299680.jpg,1991-02-02(中国香港),https://movie.douban.com/subject/1299680/,8,"喜剧,爱情",,,,2022-07-23 14:28:38,1991 / 中国香港 / 喜剧 爱情 / 王晶 / 刘德华 周星驰
1299059,倚天屠龙记之魔教教主,,https://dou.img.lithub.cc/movie/1299059.jpg,1993-12-18(中国香港),https://movie.douban.com/subject/1299059/,7.9,"动作,奇幻,武侠",,,,2022-07-23 14:28:22,1993 / 中国香港 中国大陆 / 动作 奇幻 武侠 古装 / 王晶 / 李连杰 张敏
1297447,倩女幽魂,,https://dou.img.lithub.cc/movie/1297447.jpg,2011-04-30(中国大陆),https://movie.douban.com/subject/1297447/,8.8,"爱情,奇幻,武侠",,,,2022-07-23 14:28:18,1987 / 中国香港 / 爱情 奇幻 武侠 古装 / 程小东 / 张国荣 王祖贤
1862151,疯狂的石头,,https://dou.img.lithub.cc/movie/1862151.jpg,2006-06-30(中国大陆),https://movie.douban.com/subject/1862151/,8.6,"喜剧,犯罪",,,,2022-07-23 14:28:16,2006 / 中国大陆 中国香港 / 喜剧 犯罪 / 宁浩 / 郭涛 刘桦
1300064,家有喜事,,https://dou.img.lithub.cc/movie/1300064.jpg,1992-01-25(中国香港),https://movie.douban.com/subject/1300064/,8.5,"剧情,喜剧,爱情",,,,2022-07-23 14:28:08,1992 / 中国香港 / 剧情 喜剧 爱情 家庭 / 高志森 / 张国荣 周星驰
2286012,苗翠花,,https://dou.img.lithub.cc/movie/2286012.jpg,1997-03-24(中国香港),https://movie.douban.com/subject/2286012/,7.9,"剧情,喜剧,武侠",,,,2022-07-23 14:28:05,1997 / 中国香港 / 剧情 喜剧 武侠 古装 / 萧显辉 / 关咏荷 江华
1297710,天若有情,,https://dou.img.lithub.cc/movie/1297710.jpg,1990-06-14(中国香港),https://movie.douban.com/subject/1297710/,8.4,"剧情,动作,爱情",,,,2022-07-23 14:27:52,1990 / 中国香港 / 剧情 动作 爱情 / 陈木胜 / 刘德华 吴倩莲
1300883,赌神,,https://dou.img.lithub.cc/movie/1300883.jpg,1989-12-14(中国香港),https://movie.douban.com/subject/1300883/,8.5,"剧情,喜剧",,,,2022-07-23 14:27:49,1989 / 中国香港 / 剧情 喜剧 / 王晶 / 周润发 刘德华
1307914,无间道,,https://dou.img.lithub.cc/movie/1307914.jpg,2003-09-05(中国大陆),https://movie.douban.com/subject/1307914/,9.3,"剧情,惊悚,犯罪",,,,2022-07-23 14:27:45,2002 / 中国香港 / 剧情 惊悚 犯罪 / 刘伟强 麦兆辉 / 刘德华 梁朝伟
1307106,无间道2,,https://dou.img.lithub.cc/movie/1307106.jpg,2003-10-17(中国大陆),https://movie.douban.com/subject/1307106/,8.7,"剧情,惊悚,犯罪",,,,2022-07-23 14:27:43,2003 / 中国香港 / 剧情 惊悚 犯罪 / 刘伟强 麦兆辉 / 陈冠希 余文乐
1295409,纵横四海,,https://dou.img.lithub.cc/movie/1295409.jpg,1991-02-02(中国香港),https://movie.douban.com/subject/1295409/,8.8,"剧情,喜剧,动作",,,,2022-07-23 14:27:41,1991 / 中国香港 / 剧情 喜剧 动作 犯罪 / 吴宇森 / 周润发 张国荣
1325007,蓝色星球 第一季,,https://dou.img.lithub.cc/movie/1325007.jpg,2001-09-12(英国),https://movie.douban.com/subject/1325007/,9.6,纪录片,4,和小朋友又解锁一部纪录片，但是涉及到动物的部分，基本上就是猎杀…感觉还是不适合太小的朋友看。,,2022-07-22 13:56:38,2001 / 英国 / 纪录片 / 艾雷斯泰·法瑟吉尔 / 皮尔斯·布鲁斯南 大卫·爱登堡
2373195,绝命毒师 第一季,,https://dou.img.lithub.cc/movie/2373195.jpg,2008-01-20(美国),https://movie.douban.com/subject/2373195/,9.2,"剧情,犯罪",4,确实挺好看，开了1.25倍速的话。,,2022-07-22 13:55:27,2008 / 美国 / 剧情 犯罪 / 亚当·伯恩斯坦 文斯·吉里根 翠西亚·布洛克 蒂姆·亨特 吉姆·麦凯 布朗温·休斯 / 布莱恩·克兰斯顿 亚伦·保尔
